ID,Age,Experience,Income,ZIP Code,Family,CCAvg,Education,Mortgage,Personal Loan,Securities Account,CD Account,Online,CreditCard
1239,36,11,70,90654,4,2.1,3,0,0,0,0,0,0
1240,24,3,77,91593,2,1.3,1,0,0,0,0,1,0
1241,45,22,41,91939,1,0.6,2,0,0,0,0,1,1
1242,57,37,61,91599,4,0.9,2,90,0,0,0,0,0
1243,65,40,106,91741,3,3.8,3,261,1,0,0,0,0
1244,44,23,59,94737,2,1.1,1,0,0,1,0,1,0
1245,61,37,139,95858,3,2.3,3,0,0,0,0,0,1
1246,66,45,78,92792,4,3.7,1,398,1,1,1,0,0
1247,60,36,95,93010,2,1.5,1,0,0,1,0,1,1
1248,43,21,105,92041,4,4.3,3,576,1,1,0,1,1
1249,37,17,103,93910,4,2.9,1,0,0,0,0,0,0
1250,66,45,45,94247,4,1.6,2,0,0,0,1,0,1
1251,33,9,49,90347,1,0.5,2,0,0,0,0,0,0
1252,41,20,24,93117,1,0.2,3,0,0,1,0,0,0
1253,26,5,65,92643,1,3.0,3,0,0,0,0,1,0
1254,57,34,47,92735,3,1.4,1,0,0,0,0,1,1
1255,51,30,58,93147,2,0.8,3,0,0,0,1,1,1
1256,26,6,68,90859,4,1.7,1,72,0,0,0,1,0
1257,32,9,83,94958,1,2.7,2,293,1,0,0,0,1
1258,47,23,71,95583,2,1.1,3,0,0,0,0,1,1
1259,46,22,70,90672,2,2.4,3,0,0,0,0,1,0
1260,58,33,92,95149,4,3.0,2,311,1,0,0,0,1
1261,34,14,75,93480,1,2.7,3,0,0,0,0,0,0
1262,63,41,119,95190,2,5.4,2,0,1,0,0,1,1
1263,42,21,75,91138,4,2.1,3,63,0,0,0,1,1
1264,59,34,160,91162,4,7.8,1,0,1,1,0,1,0
1265,33,10,44,90032,4,1.3,1,316,0,0,0,1,0
1266,24,4,64,93126,3,1.9,3,0,1,0,0,0,1
1267,25,1,54,92565,1,2.1,1,0,0,0,0,1,1
1268,39,19,85,95875,1,3.1,2,0,1,0,0,1,0
1269,64,43,44,93455,2,0.5,3,0,0,0,0,0,0
1270,25,1,34,95752,2,1.8,2,0,0,0,0,1,0
1271,39,16,48,91627,3,2.4,1,0,0,0,0,0,1
1272,27,3,35,90240,1,0.8,1,563,0,0,0,1,0
1273,63,40,69,95149,3,2.4,1,0,1,0,0,1,0
1274,52,27,83,90042,2,3.6,1,0,0,0,0,1,0
1275,56,33,31,95264,1,1.5,1,0,0,1,0,1,0
1276,54,34,62,93169,4,2.2,3,0,0,0,0,1,0
1277,51,31,127,93598,2,1.4,1,0,0,0,0,1,0
1278,57,33,146,91314,1,5.8,3,0,1,0,1,0,0
1279,23,3,110,91665,2,1.5,3,0,0,0,0,1,1
1280,61,39,19,91304,4,0.7,1,246,0,0,0,1,1
1281,55,35,79,94587,4,2.8,3,0,0,0,0,1,0
1282,55,34,135,92882,1,5.1,1,0,0,0,0,1,0
1283,40,17,59,90628,3,1.1,2,0,0,0,0,1,0
1284,58,37,39,90292,3,1.2,3,0,0,0,0,1,0
1285,39,17,130,94454,4,4.8,3,0,0,0,0,1,1
1286,25,0,140,94150,4,3.2,1,0,1,0,0,0,1
1287,62,42,75,91956,3,1.3,1,462,1,1,0,1,0
1288,33,13,39,92175,3,0.8,1,0,0,0,0,0,0
1289,27,6,29,94965,2,1.4,3,0,0,0,0,0,0
1290,50,26,89,90452,4,2.7,1,0,0,0,0,1,0
1291,33,11,54,95973,4,2.1,2,0,0,0,0,1,0
1292,60,37,73,95265,4,2.4,1,0,0,0,0,1,1
1293,42,22,69,90824,4,3.2,1,121,0,0,0,1,1
1294,23,0,47,93251,3,1.5,1,0,0,0,1,1,1
1295,64,44,28,93505,4,0.4,1,0,0,0,0,1,0
1296,45,21,60,95673,4,1.1,2,0,0,0,0,1,0
1297,34,14,81,93702,1,0.9,2,0,0,0,0,1,0
1298,52,27,83,90027,1,3.8,2,0,1,1,0,1,0
1299,46,25,52,91765,4,2.0,2,0,0,0,0,1,0
1300,24,3,138,93625,2,5.9,1,0,1,0,0,1,0
1301,56,34,41,92322,4,1.7,3,0,1,0,1,0,1
1302,40,20,17,92912,2,0.8,2,0,0,0,0,1,0
1303,53,33,122,95835,2,6.4,2,0,0,0,0,0,0
1304,62,39,80,95812,4,3.1,1,0,1,0,1,0,0
1305,49,28,60,91665,3,1.3,1,0,0,0,1,1,1
1306,52,30,96,91096,3,1.4,3,374,0,0,0,1,0
1307,34,10,66,95921,2,2.3,3,248,0,0,0,1,1
1308,33,13,34,93383,3,1.5,1,0,0,0,0,1,0
1309,41,19,39,93669,2,1.3,1,0,0,0,0,1,1
1310,60,39,64,91068,4,1.5,1,0,0,0,0,1,1
1311,46,24,56,93989,2,2.3,2,0,0,0,0,0,0
1312,38,17,121,95326,1,3.6,1,0,1,0,0,1,0
1313,57,37,54,90840,3,1.2,3,514,0,0,1,0,1
1314,60,40,53,92076,4,2.5,1,0,0,0,0,0,1
1315,62,37,49,92542,4,1.7,3,0,0,0,0,1,1
1316,36,16,47,92791,1,1.0,1,0,0,0,0,0,0
1317,54,30,48,91390,4,1.2,1,0,0,0,0,1,0
1318,48,23,36,94263,2,1.3,1,0,0,0,0,0,0
1319,42,20,81,91369,4,2.3,1,286,0,0,0,0,1
1320,40,19,69,91678,3,1.2,3,353,0,0,0,1,0
1321,28,4,68,93420,4,2.5,2,420,1,1,0,1,0
1322,35,10,30,90748,2,1.2,1,0,0,0,0,1,1
1323,47,27,91,95233,3,0.9,3,0,0,0,0,1,0
1324,62,37,96,92767,3,3.2,1,0,0,0,0,1,0
1325,61,36,156,95979,1,5.5,1,0,0,1,0,0,1
1326,31,11,93,92284,4,2.3,1,76,1,0,1,1,0
1327,52,32,172,90094,1,4.2,2,136,1,0,0,1,0
1328,26,2,51,92198,4,1.2,3,170,0,0,0,1,0
1329,52,32,160,93876,1,4.7,1,0,1,0,0,0,0
1330,38,15,95,90047,1,4.3,3,528,0,0,0,1,0
1331,42,22,89,92987,2,2.7,1,393,1,0,0,1,0
1332,54,30,67,94831,1,3.6,1,517,0,0,0,0,0
1333,41,20,60,95525,1,1.6,3,0,0,1,0,1,1
1334,58,38,53,94586,1,2.1,3,0,0,0,0,1,0
1335,46,26,163,91533,2,5.5,2,230,1,0,0,1,1
1336,66,45,66,94365,2,2.8,1,0,0,0,1,0,1
1337,51,28,96,94855,1,4.7,1,0,0,0,0,0,0
1338,36,16,107,92549,1,3.4,3,106,1,0,0,0,0
1339,57,33,106,94061,3,3.3,2,0,0,0,0,0,1
1340,40,17,82,93072,2,4.2,2,0,0,0,0,1,0
1341,46,25,159,92542,4,8.0,1,0,1,0,0,0,1
1342,29,4,92,94115,4,4.9,3,181,1,1,0,0,1
1343,28,5,53,96030,1,0.9,1,0,0,0,0,0,0
1344,48,24,61,95923,4,0.6,2,0,0,0,0,0,1
1345,31,10,31,90112,3,0.9,2,116,0,0,0,1,0
1346,66,42,86,91751,4,3.6,1,0,0,1,0,1,1
1347,60,37,100,95151,2,1.3,2,112,0,0,0,0,0
1348,53,28,104,94634,1,2.7,2,0,0,0,0,1,1
1349,55,33,95,94553,4,3.3,2,0,0,0,0,1,1
1350,49,25,67,93812,3,1.3,3,0,0,0,0,0,0
1351,25,3,74,92656,1,3.1,2,338,0,0,0,0,0
1352,40,20,74,93935,1,1.5,1,0,0,0,0,1,1
1353,44,24,121,95132,1,5.6,1,599,1,0,0,1,1
1354,63,38,25,90580,2,0.6,2,0,0,0,0,1,0
1355,32,8,58,90071,2,2.1,1,0,0,1,0,1,0
1356,44,22,42,94736,2,1.4,3,554,0,0,0,1,0
1357,38,14,192,90390,4,4.4,1,0,1,0,0,1,1
1358,28,8,133,92546,4,3.9,1,0,0,0,0,0,1
1359,27,7,59,90762,3,2.8,1,0,0,0,0,1,0
1360,39,16,34,92043,3,1.1,3,206,0,0,0,1,0
1361,26,3,40,91151,4,0.5,2,597,0,0,0,0,1
1362,25,0,120,92681,2,4.9,2,359,0,0,0,1,1
1363,38,14,31,90083,3,0.6,1,0,0,0,0,0,0
1364,31,10,74,95405,3,2.3,3,220,0,0,0,1,0
1365,47,23,110,94373,2,3.3,3,322,0,0,0,1,0
1366,23,1,38,94049,4,1.2,1,0,0,0,0,1,0
1367,36,12,74,94820,1,0.8,3,0,0,0,0,1,1
1368,42,21,59,90057,1,1.3,3,0,0,0,1,1,0
1369,65,45,55,93363,2,0.7,1,0,0,0,0,0,0
1370,50,30,51,91453,4,1.4,1,489,0,0,0,0,0
1371,61,36,115,95338,2,4.2,2,0,1,0,0,0,1
1372,38,18,148,94307,1,5.7,1,0,0,1,0,0,0
1373,42,17,64,90485,4,0.8,3,0,0,0,0,1,1
1374,41,17,89,95428,1,1.3,2,0,0,0,0,0,0
1375,62,42,75,93718,1,2.9,1,487,0,0,0,0,0
1376,65,40,27,93336,4,0.9,1,0,0,0,0,1,0
1377,65,45,63,90801,2,2.9,2,247,0,0,1,0,0
1378,56,36,24,93671,1,0.5,1,533,0,0,0,1,0
1379,45,22,57,92337,2,0.9,1,0,0,0,0,0,0
1380,46,25,73,91742,3,1.9,1,0,0,0,0,0,1
1381,66,45,106,91330,4,4.0,3,0,1,0,0,0,1
1382,35,14,85,90868,1,2.6,1,237,0,0,0,0,0
1383,38,15,116,95168,2,1.7,1,0,0,0,0,0,0
1384,62,42,46,92712,3,0.6,3,0,0,0,0,1,0
1385,39,18,138,91652,3,5.4,1,0,1,0,0,1,0
1386,33,10,148,93337,3,3.4,2,233,0,0,0,0,1
1387,47,25,24,92068,2,0.9,1,0,0,0,0,1,1
1388,37,13,30,93500,4,0.7,3,0,0,0,0,1,0
1389,62,41,72,90210,1,1.7,1,366,1,0,1,1,0
1390,62,39,55,91179,4,1.1,1,0,0,0,0,1,0
1391,36,12,59,94064,4,3.1,1,0,0,0,0,1,0
1392,46,24,85,90478,3,0.9,3,485,0,0,0,0,1
1393,66,45,119,96053,2,1.8,3,0,0,0,0,0,0
1394,55,32,45,92081,2,2.1,1,0,0,1,0,1,1
1395,32,9,129,93554,2,2.1,1,0,0,1,0,0,0
1396,48,28,50,94977,1,1.1,1,0,0,0,0,1,0
1397,50,27,206,93006,1,4.4,1,0,1,0,0,1,0
1398,51,31,139,91691,3,5.6,1,85,1,0,0,0,0
1399,24,1,53,95337,3,1.5,3,0,0,0,0,0,1
1400,36,11,35,94238,2,1.6,1,0,0,0,0,1,0
1401,60,37,52,94433,2,2.2,3,0,0,0,0,0,0
1402,33,9,48,91609,1,1.6,1,0,0,0,0,0,0
1403,36,15,99,90532,4,2.1,3,0,1,1,0,1,1
1404,37,12,24,91456,4,1.1,2,248,0,1,0,1,1
1405,30,6,30,94552,1,1.4,1,0,0,0,1,0,0
1406,29,4,97,91308,2,4.5,3,0,0,0,1,1,0
1407,38,14,47,94844,3,0.6,1,0,0,0,0,0,0
1408,61,38,57,92657,1,2.3,3,0,0,0,0,1,0
1409,23,0,110,91895,1,4.5,3,0,1,0,0,1,0
1410,35,10,121,91665,4,6.2,3,0,1,0,1,1,0
1411,25,0,135,90416,1,2.9,3,0,0,0,0,1,1
1412,47,25,105,92247,3,4.6,1,0,0,0,0,1,0
1413,34,14,66,95808,4,2.6,1,0,0,0,0,0,0
1414,57,37,63,93575,3,3.0,2,0,0,0,0,0,0
1415,48,27,59,94838,2,2.4,1,0,0,1,0,1,0
1416,57,37,38,95157,1,1.8,2,551,0,0,0,0,0
1417,50,29,44,94350,3,1.1,1,0,0,0,0,1,0
1418,42,22,126,94749,2,2.1,2,0,0,0,0,1,0
1419,60,35,50,92682,4,1.3,1,0,0,0,0,1,0
1420,43,23,38,92711,3,1.7,1,0,0,0,0,1,1
1421,64,41,132,92603,1,2.1,3,338,0,0,0,1,1
1422,66,44,82,91874,2,3.1,3,0,1,0,0,0,0
1423,48,27,21,90279,3,1.1,1,0,0,0,0,0,1
1424,52,28,165,94071,3,8.0,1,0,1,0,0,1,0
1425,34,9,156,94020,3,6.1,3,509,1,0,0,1,0
1426,58,34,39,92686,1,1.7,1,0,0,0,0,0,0
1427,52,27,70,94122,1,1.1,2,0,0,0,0,0,0
1428,62,39,42,94695,1,1.3,3,0,0,0,0,1,0
1429,34,10,42,95625,3,1.4,1,0,0,1,0,0,0
1430,57,37,58,95327,1,2.5,1,0,0,0,0,0,1
1431,43,18,100,92120,4,2.2,1,0,0,0,0,1,0
1432,31,7,101,91777,2,1.5,1,0,0,0,0,1,0
1433,30,9,94,92950,2,3.8,2,558,0,0,0,0,1
1434,47,25,66,92386,1,2.1,1,116,0,0,0,1,1
1435,37,14,103,94176,2,4.8,3,185,1,0,0,1,0
1436,27,7,37,90179,4,1.1,3,0,0,0,0,0,1
1437,41,17,83,91661,1,3.9,1,0,0,0,0,0,0
1438,51,30,74,92662,3,2.4,2,0,0,0,0,0,0
1439,37,17,64,90600,1,2.8,1,0,0,0,0,0,1
1440,65,44,84,92717,1,3.5,1,72,0,0,0,1,0
1441,57,32,23,90964,3,0.5,2,0,0,0,0,0,0
1442,45,24,43,95683,3,1.0,1,277,0,0,0,0,1
1443,64,41,96,90628,3,4.7,1,0,0,0,0,0,0
1444,42,18,73,92517,1,1.5,1,130,0,0,0,1,0
1445,29,9,31,91609,1,1.2,1,481,0,0,0,0,0
1446,24,0,72,92638,2,1.2,2,0,0,0,0,0,0
1447,64,43,55,94529,1,2.3,3,0,0,0,0,1,0
1448,65,41,128,92040,4,2.5,2,0,0,0,1,1,0
1449,55,34,39,94508,2,1.4,3,471,0,0,0,1,0
1450,27,7,40,90640,3,1.4,2,0,0,0,0,1,1
1451,35,11,90,96094,1,1.7,1,444,0,0,0,1,1
1452,24,0,67,93741,3,2.1,3,0,0,0,0,1,0
1453,25,0,66,95672,1,3.2,1,0,0,0,0,1,1
1454,33,9,207,91309,2,8.2,1,64,1,0,1,1,0
1455,48,26,102,94290,2,5.4,3,0,0,0,0,1,0
1456,25,4,61,93228,1,2.7,2,559,0,0,0,0,0
1457,66,45,29,91747,1,1.1,3,597,0,0,0,0,0
1458,43,20,59,94765,4,2.0,1,0,0,0,1,0,0
1459,34,12,37,93085,2,1.9,3,444,0,0,0,1,0
1460,45,23,44,94549,3,1.4,1,166,0,0,0,0,0
1461,57,36,45,90120,3,1.2,1,0,0,0,0,0,1
1462,36,14,123,90678,3,5.7,3,0,0,0,0,0,1
1463,25,4,33,94930,3,1.7,1,0,0,0,0,0,0
1464,25,5,116,92609,4,3.6,2,0,1,0,0,1,0
1465,60,40,92,91217,3,1.5,3,0,0,0,0,1,0
1466,27,4,91,94958,2,3.3,3,0,1,0,0,0,1
1467,50,28,43,90950,2,1.8,1,0,0,0,0,1,1
1468,39,19,108,90043,4,2.8,1,0,1,0,0,1,1
1469,57,34,41,93428,2,1.7,3,0,0,0,0,1,0
1470,25,5,149,90914,3,4.9,2,0,1,0,0,1,0
1471,62,42,124,94383,4,2.9,2,0,1,0,0,0,0
1472,53,33,163,92588,1,6.1,1,0,0,0,0,0,1
1473,42,20,74,95640,1,2.0,1,0,0,0,0,1,1
1474,32,7,67,93138,1,3.0,3,518,0,0,0,1,1
1475,65,44,59,91235,1,0.6,2,0,0,0,0,0,1
1476,36,15,204,93237,3,9.3,3,0,1,0,0,0,0
1477,44,23,100,94021,3,2.3,1,0,0,0,0,1,1
1478,40,18,37,95525,2,1.9,1,0,0,0,0,1,1
1479,33,9,140,90781,1,6.0,2,479,0,1,1,0,0
1480,41,20,66,94644,3,1.3,3,0,0,0,0,1,0
1481,29,6,17,93727,1,0.9,1,0,0,0,0,1,0
1482,23,0,48,95897,3,1.5,1,0,0,0,0,1,1
1483,35,10,124,93619,4,4.0,2,356,1,0,0,0,0
1484,27,4,92,95986,2,4.5,1,0,0,0,0,0,1
1485,41,17,102,93492,2,5.1,1,0,0,0,0,1,1
1486,60,35,140,90313,3,5.6,2,133,1,0,0,1,0
1487,30,6,27,90725,1,1.4,1,0,0,0,0,0,0
1488,23,2,49,90622,3,1.2,2,0,0,0,0,1,1
1489,27,7,75,93297,2,1.5,1,138,0,0,0,1,0
1490,45,25,126,94997,2,1.4,3,0,1,0,0,1,0
1491,35,10,41,93516,1,1.0,3,527,0,0,0,1,0
1492,44,21,61,95795,4,2.2,3,0,0,0,0,0,1
1493,24,3,73,93109,2,1.7,2,0,0,0,0,1,0
1494,37,15,47,94232,1,1.7,2,0,0,0,0,1,1
1495,41,20,72,91243,4,0.9,1,0,0,0,0,1,1
1496,41,17,67,90058,4,1.7,2,0,0,0,0,1,1
1497,47,24,54,94447,3,2.3,1,0,0,0,0,1,0
1498,57,32,108,90591,1,1.6,3,0,0,0,0,0,0
1499,43,22,98,95942,4,4.0,1,0,0,0,0,1,1
1500,60,38,111,95992,1,4.8,1,0,0,0,0,1,1
1501,46,26,116,91337,1,4.0,2,0,1,0,0,1,0
1502,34,9,158,90556,3,7.6,2,216,1,0,0,0,0
1503,33,10,31,95512,2,1.6,1,180,0,0,1,0,0
1504,37,14,33,95584,1,0.4,2,571,0,0,0,0,0
1505,49,27,103,93341,3,4.1,2,427,0,0,0,1,0
1506,33,12,57,92319,2,1.2,3,0,0,0,0,0,0
1507,63,38,53,92800,4,1.5,2,0,1,0,0,0,1
1508,44,22,49,95768,1,1.8,1,0,0,0,0,1,0
1509,60,36,113,93420,4,4.6,3,136,0,0,0,0,0
1510,53,33,197,91226,3,9.1,1,0,1,1,0,0,0
1511,37,16,116,94251,1,4.7,1,258,0,0,0,0,0
1512,33,9,56,96028,3,2.4,1,180,0,0,0,1,1
1513,55,35,110,90355,4,4.0,2,0,1,0,0,1,0
1514,37,17,32,93229,1,0.5,2,136,0,0,0,1,0
1515,33,9,15,93326,4,0.2,2,0,0,0,0,1,0
1516,63,42,65,94759,2,2.1,3,0,0,1,0,1,1
1517,44,23,27,93458,4,1.1,2,0,0,0,0,0,0
1518,25,2,57,91305,1,0.8,1,160,0,0,0,1,0
1519,44,23,80,93781,3,2.3,2,0,0,0,0,1,1
1520,43,23,217,90824,4,4.6,3,0,1,0,1,1,0
1521,61,41,131,93292,2,4.5,2,0,1,0,0,1,0
1522,54,34,27,91445,1,0.7,2,0,0,0,0,1,0
1523,31,11,28,96191,2,0.5,2,369,0,0,0,0,1
1524,29,5,48,94633,3,0.5,2,0,0,0,0,0,0
1525,49,28,174,94629,3,4.2,1,141,1,1,0,1,1
1526,25,5,28,90003,2,0.9,3,0,0,0,0,1,0
1527,37,17,49,92658,4,2.5,1,0,0,0,0,1,0
1528,29,7,49,94276,3,1.0,1,135,0,0,0,1,1
1529,23,0,90,93024,3,2.9,3,318,0,0,0,0,1
1530,63,41,111,90634,4,3.8,3,0,0,0,0,0,1
1531,26,6,99,93257,4,3.8,2,0,0,0,0,1,0
1532,23,2,83,94109,2,2.0,2,0,0,0,0,0,0
1533,64,42,31,94483,2,0.4,3,0,0,0,0,1,0
1534,31,10,76,91873,3,3.8,1,0,0,0,0,0,1
1535,58,33,142,93601,3,7.3,1,108,1,0,0,1,0
1536,24,0,167,95585,2,4.8,2,0,1,0,1,1,0
1537,29,7,88,95919,3,3.1,2,0,0,0,0,0,1
1538,27,2,27,91947,3,0.3,2,0,0,0,0,0,0
1539,54,33,89,94224,4,1.1,3,0,0,0,0,0,0
1540,50,30,67,95646,2,0.9,1,0,0,0,1,1,1
1541,43,18,29,90474,4,1.2,1,152,0,0,0,0,0
1542,33,8,39,93520,1,0.8,2,0,0,0,0,0,0
1543,26,5,43,94684,4,0.8,2,186,0,1,0,1,0
1544,48,25,104,91351,1,1.1,3,0,0,0,0,1,0
1545,33,12,163,91837,4,1.8,3,0,1,0,0,0,0
1546,48,25,95,95276,1,2.6,2,474,1,0,0,1,1
1547,53,29,105,91049,4,3.5,3,0,0,0,0,1,0
1548,60,36,69,91862,4,2.4,1,0,0,0,0,1,0
1549,44,21,53,95165,4,1.6,1,183,0,1,1,1,0
1550,23,0,97,93788,4,2.9,1,0,0,0,0,1,0
1551,35,12,84,93993,2,3.6,3,0,0,0,0,1,0
1552,60,36,46,93373,1,1.0,1,0,0,0,0,0,0
1553,46,25,81,92360,4,1.6,1,0,0,0,0,1,0
1554,50,28,72,94873,3,3.4,1,0,0,0,0,1,0
1555,43,21,61,91798,4,2.4,1,0,0,0,0,1,0
1556,30,7,52,91586,3,1.6,2,0,0,0,0,1,1
1557,62,42,88,92822,3,1.9,3,99,1,0,0,1,0
1558,57,36,54,90777,2,0.9,1,0,0,0,0,1,0
1559,66,41,197,93904,2,2.3,2,0,0,0,0,0,0
1560,60,40,94,95659,2,4.4,1,140,1,0,0,0,0
1561,35,12,89,94444,3,3.2,1,0,0,0,0,0,0
1562,34,11,65,91935,3,0.8,1,227,0,0,0,1,0
1563,33,11,58,90607,1,1.0,2,0,0,0,0,0,0
1564,63,43,24,93855,1,0.5,2,195,0,0,0,0,0
1565,47,27,47,93283,1,1.0,2,0,0,0,0,0,0
1566,42,21,27,95399,3,0.9,3,295,0,0,0,0,0
1567,65,45,27,93010,3,0.7,1,0,0,0,0,0,0
1568,49,29,36,90501,1,1.7,3,0,0,0,0,0,0
1569,63,43,134,95589,3,5.5,2,146,1,0,0,0,0
1570,66,45,133,91810,1,6.6,1,417,1,1,0,1,1
1571,26,1,48,94778,4,2.3,1,0,0,0,1,1,0
1572,38,15,31,90518,3,1.5,1,363,0,0,0,1,0
1573,55,35,56,95978,3,2.9,1,224,0,0,0,0,0
1574,58,35,103,95713,3,2.4,1,0,0,0,0,0,0
1575,29,9,119,90425,2,2.3,1,0,1,0,0,0,0
1576,37,15,80,95831,4,1.4,3,398,0,0,0,1,1
1577,47,27,88,94927,3,3.3,3,0,0,0,0,0,0
1578,58,38,83,95611,1,3.3,2,200,0,0,0,1,1
1579,27,7,28,91435,4,0.4,3,0,0,0,0,0,0
1580,49,27,33,92261,3,1.5,3,174,0,0,0,1,0
1581,36,14,167,93123,2,7.3,1,0,1,0,0,1,0
1582,32,10,80,92973,4,3.0,2,168,0,0,0,1,0
1583,45,22,21,94489,1,0.6,2,0,0,0,0,1,0
1584,41,17,91,95666,3,1.5,3,478,0,0,0,1,0
1585,50,26,42,95408,3,1.3,3,0,0,0,0,0,1
1586,36,13,125,95487,4,2.1,1,0,1,0,0,1,0
1587,59,36,118,92024,3,4.3,3,0,1,0,0,0,0
1588,26,4,100,90071,4,2.3,1,223,0,0,0,1,0
1589,60,39,80,91095,2,1.7,1,0,0,0,0,1,0
1590,24,2,141,91110,4,4.1,2,0,1,0,0,1,1
1591,55,35,148,94823,1,5.2,2,597,1,0,0,1,1
1592,38,13,43,92531,4,1.1,1,375,0,0,0,0,0
1593,39,17,99,92328,4,5.1,1,0,0,0,0,0,0
1594,23,0,52,94654,3,0.5,3,0,0,0,0,0,0
1595,53,28,39,90445,1,1.9,1,0,0,0,0,0,1
1596,30,8,148,92376,2,1.5,3,0,0,0,0,0,1
1597,52,27,108,92484,1,2.1,2,0,1,0,1,0,0
1598,54,32,83,91278,4,4.4,2,107,1,0,0,1,0
1599,60,40,45,92007,2,1.9,1,0,0,0,0,1,0
1600,54,34,151,95137,4,5.7,3,0,1,0,0,0,0
1601,36,16,42,94258,4,1.7,3,0,0,0,0,1,0
1602,55,30,37,92113,1,1.0,1,0,0,1,0,0,0
1603,59,37,72,95412,4,3.2,2,0,0,0,1,0,1
1604,36,15,103,90702,2,1.7,3,0,1,0,0,1,0
1605,28,6,60,95459,1,2.7,1,375,0,0,0,0,0
1606,62,41,411,93928,2,20.8,2,0,1,0,0,1,0
1607,29,4,79,91303,3,3.7,3,150,0,0,0,0,0
1608,49,24,52,95361,4,2.2,2,168,0,1,1,0,0
1609,33,13,55,90873,3,2.1,3,0,0,0,0,0,0
1610,28,4,177,93575,1,5.8,1,0,1,0,0,1,0
1611,57,35,68,93662,2,1.8,3,0,0,1,0,1,0
1612,29,9,146,96177,2,6.9,3,289,1,0,0,1,0
1613,52,27,26,91360,3,1.0,1,0,0,0,0,1,1
1614,53,33,126,95419,3,3.6,2,0,1,1,0,1,0
1615,25,4,46,90880,1,2.0,2,0,0,0,0,1,1
1616,30,10,109,91517,1,1.3,3,68,0,1,0,0,1
1617,57,35,46,90230,1,2.1,1,0,0,0,0,1,0
1618,45,22,57,92041,4,2.6,1,572,0,0,0,1,0
1619,28,7,39,94508,3,0.8,3,0,0,0,0,1,0
1620,66,46,110,91213,2,1.3,1,178,0,0,0,0,0
1621,34,14,120,90451,4,4.9,2,0,0,0,0,0,1
1622,23,0,47,93457,1,0.9,2,0,0,0,0,1,1
1623,63,39,30,90033,1,1.6,3,540,0,0,0,1,1
1624,23,0,144,94042,2,1.5,1,458,0,0,0,1,1
1625,47,24,50,94652,1,1.0,3,0,0,0,0,1,0
1626,66,43,66,94647,4,0.8,2,0,0,0,0,0,0
1627,48,24,43,90568,4,1.9,3,0,0,1,0,1,1
1628,48,25,105,93283,3,3.7,1,0,1,0,0,1,0
1629,40,18,106,91995,4,5.0,2,0,1,0,0,1,0
1630,28,7,157,90759,2,8.1,3,0,1,0,0,0,0
1631,48,26,128,91003,1,4.7,3,0,0,0,0,1,0
1632,62,42,123,91552,2,2.5,1,0,0,0,0,0,0
1633,27,6,70,94673,1,1.0,2,0,0,0,0,0,1
1634,61,37,65,92903,4,3.1,1,163,0,0,0,0,0
1635,41,16,104,90546,3,2.1,1,0,0,0,0,1,0
1636,46,26,68,91670,4,3.3,3,572,1,1,0,1,0
1637,30,10,130,91101,2,6.2,3,0,1,0,0,1,0
1638,50,30,41,90314,3,1.5,2,415,0,0,0,0,0
1639,31,7,26,95430,2,0.9,1,0,0,1,0,0,0
1640,35,14,98,95515,2,5.0,1,0,0,0,0,0,0
1641,54,33,54,90356,3,2.3,1,0,0,0,0,1,0
1642,25,5,38,93232,4,1.5,1,0,0,0,0,1,0
1643,42,17,210,95333,3,6.1,3,481,1,0,0,1,0
1644,49,27,73,93690,3,2.3,1,0,0,0,1,0,0
1645,28,4,33,92116,3,0.9,1,0,0,0,0,1,0
1646,35,11,50,90634,2,2.6,3,0,0,0,0,0,0
1647,38,18,62,90576,4,2.3,1,0,0,0,0,1,1
1648,52,28,97,95645,4,4.3,1,0,0,1,0,1,0
1649,65,42,51,93971,2,0.6,2,0,0,1,0,1,1
1650,59,36,67,95347,4,3.1,1,0,1,0,0,1,0
1651,31,10,85,96047,2,2.4,2,0,0,1,0,0,1
1652,23,0,93,92421,3,3.9,2,0,1,1,0,1,0
1653,25,0,70,94359,3,0.8,2,0,0,0,0,0,0
1654,49,27,175,91228,4,8.5,1,0,1,0,0,1,1
1655,29,9,105,94181,4,4.1,1,0,1,0,0,1,1
1656,33,8,102,94925,2,3.0,2,473,1,0,0,1,0
1657,60,35,100,93318,3,2.3,1,0,1,0,1,1,0
1658,61,38,131,93560,3,3.1,1,446,1,0,0,1,0
1659,59,36,82,92807,4,1.9,1,0,1,0,0,1,0
1660,34,13,41,95155,1,0.6,1,0,0,0,0,1,0
1661,50,30,91,93144,3,2.7,1,0,0,0,0,0,1
1662,49,24,97,92987,3,2.9,3,0,0,0,0,0,1
1663,31,9,142,92356,2,4.0,2,0,1,0,0,0,0
1664,47,26,39,95525,2,1.6,2,0,0,0,0,0,1
1665,46,22,44,90554,3,1.2,1,0,0,0,0,1,0
1666,40,20,75,94440,2,1.0,1,0,0,0,0,1,0
1667,56,36,102,92635,1,4.8,3,0,0,0,0,0,0
1668,52,31,35,92184,4,1.0,3,495,0,0,0,1,0
1669,46,24,39,92712,2,1.5,3,504,1,0,0,1,0
1670,54,32,115,94680,1,5.8,1,143,1,0,0,1,0
1671,56,35,35,92185,1,1.5,1,0,0,0,0,1,0
1672,47,25,44,91993,4,1.5,3,0,0,0,0,0,1
1673,34,12,119,96153,2,4.0,1,0,1,1,0,1,0
